32x32
::terrain
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,water,grass,grass,grass,grass,
::features
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
nylium,air,air,air,air,nylium,air,air,air,air,nylium,air,air,air,air,nylium,air,air,air,air,nylium,air,air,air,air,nylium,air,air,air,air,air,air,
nylium,air,air,air,air,nylium,air,air,air,air,nylium,air,air,air,air,nylium,air,air,air,air,nylium,air,air,air,air,nylium,air,air,air,air,air,air,
nylium,air,air,air,air,nylium,air,air,air,air,nylium,air,air,air,air,nylium,air,air,air,air,nylium,air,air,air,air,nylium,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,flower,air,air,air,air,air,air,
::collision
1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,
0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,
0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,
0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
10,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
4,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,

